가맹점명,소재지도로명주소,카테고리,메뉴
도른계,서울특별시 광진구 능동로36길 8 1층,"치킨,닭강정",
도미노피자 군자점,서울특별시 광진구 능동로 253 1층,피자,
도미노피자 중곡점,서울특별시 광진구 용마산로 39 (중곡동 1층),피자,
도미노피자(성수점),서울특별시 광진구 아차산로 201 (화양동),피자,
도미노피자구의광장점,서울특별시 광진구 광나루로 564-1 1층 (구의동),피자,
도미노피자자양점,서울특별시 광진구 아차산로 312 101호 (자양동 드림타워),피자,
데스티니(Destiny),서울특별시 광진구 동일로24길 82 지하1층(화양동),"운세,사주",
데이비드비츠,서울특별시 광진구 광장로5길 23 1층,,
데판야끼 한,서울특별시 광진구 능동로38길 32 1층,이자카야,"하이볼: 하이볼 명가인만큼 각종 다양한 하이볼; 제철 사시미(한정 메뉴): 노량진수산시장에서 직접 사오는 제철 모둠 숙성사시미; 연어사시미: 노량진에서 직접 사오는 연어를 잘 숙성시켜 사시미로; 스테이크(150g): 데판에서 요리한 일본식 스테이크와 숙주볶음, 채소모둠; 토마토 스끼야끼: 데판에 구운 소고기, 채소, 토마토를 수제 소스에 끓여 건져 먹는 요리; 오코노미야끼: 데판에사 직접 만들어 굽는 오코노미야끼(새우, 오징어, 베이컨, 숙주, 양배추); 감자 샐러드: 일식 스타일로 직접 만드는 감자 샐러드; 닭날개 튀김: 일식 스타일의 단짠 간장소스로 버무린 닭날개 튀김; 메로구이: 메로구이; 새우삼겹말이구이: 새우삼겹말이구이; 해산물나베: 해산물나베; 꽃게미소나베: 꽃게미소나베; 명란오믈렛: 명란오믈렛; 모찌리도후: 직접 만든 우유와 생크림 설탕 칡전분 참깨 가 들어간 모찌리도후; 야끼교자: 야끼교자"
델리피크닉,서울특별시 광진구 자양로2길 10 1층 102호 (자양동),한식,"도시락세트: 2가지 메인 메뉴와 샐러드, 튀김, 후식 과일, 음료까지 준비한 푸짐한 메뉴"
도깨비 대패,서울특별시 광진구 자양로13길 16 1층(자양동),"육류,고기요리","도깨비살: 6,900원; 얼큰어묵탕: 15,000원; 대패삼겹: 기존 얇은 대패삼겹살은가라 ~~ 살짝 두툼해져 식감이 살아있는 대패삼겹살; 통삼겹: 두툼한 생삼겹살이 이가격이 실화?; 차돌삼겹: 베이컨부위로 기름과 고기의 적절한 조화 . 부드러운 소고기 부위; 항정살: 돼지 뒷덜미의 목살 즉 돼지의 목에서 어깨까지 연결된 부위. 돼지 한 마리에서 200g 정도 공급되는 희소가치가 높은 부위; 꿀꿀이모둠: 최대패의 돼지고기 3가지 모둠 (500g) 생삼겹 + 항정살 + 대패삼겹; 돌돌이모둠: 최대패의 대패 모둠 ( 대패삼겹 + 차돌삼겹 + 대패등심 ) 500g; 대패등심: 소고기 등심부위도 이제는 대패로 먹자~~~~; 최대패모둠: 최대패의 5가지 고기 모두 맛보기~~~(대패삼겹+통삼겹+항정살+차돌삼겹+대패등심); 비빔냉면: 새콤,달콤,매콤 냉면다데기와 칡냉면의 조화.; 물냉면: 시원한 동치미 육수와 칡냉면으로 더위탈출~~~; 곱창전골: 17,000원; 번데기탕: 8,000원; 화산계란찜: 5,000원"
도단집,서울특별시 광진구 동일로24길 60 1,돼지고기구이,
도단집별관,서울특별시 광진구 능동로13길 54 1층,,
도도삼겹,서울특별시 광진구 광나루로24길 13 .,,
도락,서울특별시 광진구 광나루로56길 85 9층 039호(구의동 테크노마트),해장국,
도락당,서울특별시 광진구 동일로38길 5 1층,한식,도락당 닭볶음탕: 도락당의 메인 기본메뉴 말해 뭐해 최고 '0'; 김치제육: 가성비 도랏다.. 안먹어 본 사람은 있어도 한번만 먹어 본 사람은 없다 드셔 보세용; 짜글짜글이: 맛도 양도 미쳐 도랏당 너무 맛있어서 눈물 한바가지 ㅜㅅㅜ; 카레 닭볶음탕: 카레 좋아하시는 분들 여기에요!! 카레 그리고 닭에 밥 비벼서 먹는거 국룰; 간장쪼림닭(순살): 이건 사장님이 먹으려고 만들었다가 너무 맛있어서 놀라버린;; 달달간장소스 원하시면 추천!; 곱도리탕: 닭도 먹고 소곱창도 먹고 술안주로 말해 뭐해; 핫 불닭 닭볶음탕: 매운 거 좋아하시면 부조건 드셔보세요 쓰읍 하~~; 묵은지 청국장 닭볶음탕: 존맛+존맛의 만남~ 개이득; 청국장 닭볶음탕: 이게 뭔가 싶은데...물음표에서 느낌표가 되는 맛 청국장도 먹고 닭도 먹고 일석 이조 !; 묵은지 닭볶음탕: 한번 먹으면 절대 못 잊을 맛. 자부할 수 있는 맛. 믿고 드셔보세요!
도로시파스타연정 건대점,서울특별시 광진구 광나루로 369 지하1층 B114호,,
도르리,서울특별시 광진구 천호대로109길 7 1층,요리주점,
세븐일레븐 화양공원점,서울특별시 광진구 광나루로14길 27 (화양동),편의점,
계탄집,서울특별시 광진구 능동로 31 1층 (자양동),닭갈비,"소금구이: 기본에 가장 충실한 계탄집의 대표 메뉴입니다.; 매운양념: 신라면 만큼의 매운맛으로 누구나 즐길 수 있는 매콤한 닭갈비; 간장양념: 단짠단짝 좋아하시면 간장양념으로!; 더덕구이: 강원도 횡성에서 오는 더덕이에요, 저희가 열심히 두들겨서 부드럽고 양념에 재워 제공합니다.; 초계국수: 닭육수로 우려내 평양냉면처럼 구수하고 담백하게; 닭발튀김: 첫 상에 닭발튀김은 서비스, 추가는 닭발열개가 제공됩니다. 계탄집의 별미죠!; 주먹밥: 든든함은 주먹밥으로 채워보세요!; 계란찜: 계탄집 시그니쳐메뉴; 야채추가: 첫 상엔 고기와 함께 여러종류의 야채가 무료로 제공됩니다. 이 후 추가되는 가격입니다.; 곗돈: 계탄집오시면 꼭 마셔봐야 할 계탄집 고구마 증류주; 계탄집 막걸리: 닭갈비와 막걸리의 조합도 좋아요. 계탄집 막걸리; 곗 하이볼: 계탄집 시그니쳐 주류 '곗돈'과 유자가 만나 달달한 하이볼"
더슬로스 일감호점,서울특별시 광진구 아차산로 325 1층 2호,"스테이크,립",
더오리1987,서울특별시 광진구 구의로 71 1층102호,오리요리,
더육회,서울특별시 광진구 면목로 91 1층(중곡동),"육류,고기요리","한우 육사시미: 35,000원; 한우 육회: 특제고추장육회 25000; 한우 육전(12개): 25,000원; 간.천엽: 10,000원; 한우육회비빔밥/도시락: 12,000원; 한우 무국: 10,000원; 육회 + 육전 세트: 변동; 육회 + 사시미 + 육전 세트: 변동; 한우뭉티기: 35,000원; 안주한우무국(100g): 14,000원; 안주한우무국(200g): 22,000원; 온가족사시미세트: 80,000원; 웰빙비빔밥: 7,000원"
더큰도시락,서울특별시 광진구 군자로 121 지하1층 (군자동 세종사이버대학),"도시락,컵밥","소바공방 정식: 등심,안심,새우,치즈 카츠 + 밥 + 음료; [비건] 청양고추 버섯 크림 파스타: 각종 야채, 버섯, 브로콜리, 청양고추가 들어간 식물성 크림 파스타; 안심 카츠: 안심 카츠+밥; 등심 카츠: 등심 카츠+밥; 치즈 카츠: 치즈 카츠+밥; 새우 카츠: 새우 카츠+밥; 왕 돈가스: 왕 돈카츠+밥; [비건] 카레: 카레에 각종 야채를 곁들인 디쉬; [비건] 짜장덮밥: 어린잎 채소를 곁들인 짜장덮밥; [비건] 버섯 야채 비빔밥: 수제 양념 고추장에 비벼먹는 버섯 야채 비빔밥; [비건] 로제 파스타: 채수를 곁들인 야채 로제 파스타; 매콤청양 크림파스타: 매콤 청양 크림 파스타; 새우 로제파스타: 새우 로제 파스타; 새우 카레덮밥: 새우 카레덮밥; 치킨 카레덮밥: 치킨 카레덮밥"
더클래식500점,서울특별시 광진구 능동로 92 자양동 롯데ㅂㅐㄷ화점 지하 3층,한식,
더프타운 바,서울특별시 광진구 아차산로33길 52 .,바(BAR),칵테일: 칵테일; 전체메뉴: 수십가지 칵테일외 위스키 보드카 진 럼 바틀도 저렴하게 판매하고있습니다.; 칵테일: 칵테일
더피자 건대점,서울특별시 광진구 아차산로 345 1층 130호,피자,
더피자보이즈 광진군자점,서울특별시 광진구 능동로 275-1 2층 (군자동 동원빌딩),피자,"(R)Half & Half: 메뉴 중 2가지 맛 선택하실 수 있어요!; (L)Half & Half: 메뉴 중 2가지 맛 선택하실 수 있어요!; (P)Half & Half: 메뉴 중 2가지 맛 선택하실 수 있어요!; (L)Special Quarter: 메뉴 중 4가지 맛 선택하실 수 있어요!(크리미 치킨, 트리플 머쉬룸, 갈릭 쉬림프 제외); (P)Special Quarter: 메뉴 중 4가지 맛 선택하실 수 있어요!(크리미 치킨, 트리플 머쉬룸, 갈릭 쉬림프 제외); (R)Super Supreme: 토마토 소스, 모짜렐라, 어니언, 버섯, 베이컨, 미트볼, 올리브, 피망, 페페로니; (L)Super Supreme: 토마토 소스, 모짜렐라, 어니언, 버섯, 베이컨, 미트볼, 올리브, 피망, 페퍼로니; (P)Super Supreme: 토마토 소스, 모짜렐라, 어니언, 버섯, 베이컨, 미트볼, 올리브, 피망, 페퍼로니; (R)Pepperoni: 토마토 소스, 모짜렐라, 페퍼로니; (L)Pepperoni: 토마토 소스, 모짜렐라, 페퍼로니; (P)Pepperoni: 토마토 소스, 모짜렐라, 페퍼로니; (R)Hawaiian: 토마토 소스, 모짜렐라, 어니언, 파인애플, 스팸; (L)Hawaiian: 토마토 소스, 모짜렐라, 어니언, 파인애플, 스팸; (P)Hawaiian: 토마토 소스, 모짜렐라, 어니언, 파인애플, 스팸; (R)4 Kinds of Cheese: 토마토 소스, 모짜렐라, 체다치즈, 크림치즈"
더후라이팬치킨,서울특별시 광진구 동일로24길 38-1 1층,"치킨,닭강정",
던킨 군자역점,서울특별시 광진구 능동로 281-1 1층(군자동),도넛,
던킨도너츠,서울특별시 광진구 아차산로 502 113호 (광장동),도넛,
던킨도너츠,서울특별시 광진구 자양로 116 웰츠타워 1층 112 113호 (구의동),도넛,
던킨도너츠테크노마트,서울특별시 광진구 광나루로56길 85 1층 D-9 (구의동 테크노마트),도넛,
던킨중곡점,서울특별시 광진구 긴고랑로 43 101.102호(중곡동.넥스트플래닛),도넛,
덤인사이트(Dumb Insight),서울특별시 광진구 광나루로 428 1층 (화양동),,
덮담건대점,서울특별시 광진구 광나루로 361 제지1층제비101호주방7호,,
덮밥장사장 중곡점,서울특별시 광진구 능동로 400 1층 101호,덮밥,
더 꼬치다(구의점),서울특별시 광진구 아차산로65길 11 1층,,
더 바스켓,서울특별시 광진구 자양로5길 18 (자양동),"치킨,닭강정",
더 페퍼콘,서울특별시 광진구 자양로22길 44 1층 3호,,
더개미(The개미),서울특별시 광진구 능동로16길 60 1층,여성의류,
더김치찌개,서울특별시 광진구 아차산로 395 (구의동),"찌개,전골","한돈 생고기 김치찌개 세트: 12,000원"
더리치파스타,서울특별시 광진구 능동로40길 23 1층,와인,
더마실카페,서울특별시 광진구 긴고랑로 41 1층,카페,
더블씨(Double C),서울특별시 광진구 자양로28길 23 1층,"카페,디저트",
더블유(FO),서울특별시 광진구 뚝섬로51길 86 A동1층,,
더스푼 77,서울특별시 광진구 뚝섬로59길 63 .,,
대전순대국,서울특별시 광진구 자양로18길 20 1층,"순대,순댓국",
대중관,서울특별시 광진구 용마산로 114 1층 103호 104호 (중곡동 경동빌딩),중식당,
대찬갈비건대본점,서울특별시 광진구 동일로18길 104 1층 (자양동),,
대청마루,서울특별시 광진구 동일로62길 33 (중곡동),한식,"보리밥 정식: 기본 주문 2인 부터 입니다; 두부전골 정식 (2인): 30,000원; 두부전골 정식 (3인): 45,000원; 두부전골 정식 (4인): 60,000원; 감자전: 14,000원; 생두부: 14,000원; 도토리묵: 14,000원; 제육볶음: 14,000원"
대패로,서울특별시 광진구 능동로13길 88 1층,한식,"된장찌개: 3,000원"
대한냉면,서울특별시 광진구 긴고랑로36길 8 1층,냉면,
대한민죽,서울특별시 광진구 광나루로37길 12 1층,죽,
대한치킨당,서울특별시 광진구 아차산로33길 19 2층(화양동),"치킨,닭강정",된장치킨 100g: 대한치킨당만의 수제염지와 닭다리살만 사용해 부드럽고 쫄깃한 치킨전문매장의 대표메뉴 실제 된장을 사용해 맛과 건강을 동시에 잡은 색다른 이색치킨 !!! 된장치킨; 바나나치킨 100g: 대한치킨당만의 수제염지와 닭다리살만 사용해 부드럽고 쫄깃한 치킨전문매장의 대표메뉴 실제 바나나를 갈아넣어 맛과 건강을 동시에 잡은 색다른 이색치킨 !!! 바나나치킨; 쌈장치킨 100g: 대한치킨당만의 수제염지와 닭다리살만 사용해 부드럽고 쫄깃한 치킨전문매장의 대표메뉴 실제 쌈장을 사용해 맛과 건강을 동시에 잡은 색다른 이색치킨 !!! 쌈장치킨; 고추장치킨 100g: 대한치킨당만의 수제염지와 닭다리살만 사용해 부드럽고 쫄깃한 치킨전문매장의 대표메뉴 실제 고추장을 사용해 맛과 건강을 동시에 잡은 색다른 이색치킨 !!! 고추장치킨
대한해물,서울특별시 광진구 아차산로51길 32 1층(구의동),"아귀찜,해물찜","버섯해물찜, 낙지찜-소: 39,000원; 아구찜, 탕-소: 37,000원; 버섯해물찜, 낙지찜-중: 48,000원; 버섯해물찜, 낙지찜-대: 57,000원; 아구찜, 탕-중: 46,000원; 아구찜, 탕-대: 55,000원; 대구해물전골-소: 38,000원; 대구해물전골-중: 47,000원; 대구해물전골-대: 56,000원; 동태탕: 9,000원; 황태해장국: 10,000원; 동태내장탕: 12,000원"
대화식당,서울특별시 광진구 자양번영로5길 3 1층 (자양동),"백반,가정식",
대화의사각형,서울특별시 광진구 아차산로46길 36 1층,,
대흥양꼬치,서울특별시 광진구 아차산로30길 39 1층(자양동),중식당,
댓바람황토터널구이,서울특별시 광진구 아차산로76가길 13 지하1층(광장동),,
더 감자,서울특별시 광진구 광나루로56길 29 106호,햄버거,
세븐일레븐 화양가중공원길정,서울특별시 광진구 군자로 27 (화양동),,
대박감자탕,서울특별시 광진구 동일로22길 102 1층 (화양동),감자탕,"황태구이정식: 12,000원; 대박감자탕 대: 45,000원; 해물등뼈찜 대: 55,000원; 아귀찜 대: 59,000원; 솥밥뼈해장국: 10,000원; 대박감자탕 중: 39,000원; 해물등뼈찜 중: 48,000원; 백김치: 1kg; 알밥정식: 9,000원"
대박치킨,서울특별시 광진구 아차산로29길 75 1층 (화양동),"치킨,닭강정",
대봉숯불갈비,서울특별시 광진구 능동로36길 32 1층 (능동),한식,
대성가마솥순대국,서울특별시 광진구 능동로 403 지상 1층 (중곡동),"순대,순댓국",
대성식당,서울특별시 광진구 면목로11길 4 1층 (중곡동),"찌개,전골",
대성식당,서울특별시 광진구 긴고랑로 8 지상 1층 (중곡동),"찌개,전골",
대양참치,서울특별시 광진구 동일로22길 97 2층 (화양동),생선회,
대원부대찌개,서울특별시 광진구 용마산로 107 1층 (중곡동),"찌개,전골",
대원칼국수,서울특별시 광진구 자양로18길 56 2층(구의동),"칼국수,만두",
계화,서울특별시 광진구 자양로43길 60 1층 (중곡동),,
대동집건대점,서울특별시 광진구 동일로22길 54 1층,요리주점,
대림국수 군자역점,서울특별시 광진구 능동로 300 1층,,
카페카파,서울특별시 광진구 동일로60길 45 (군자동),카페,
